Organoids,Index,y.name,OT,OrganoidsDrug,Drug,Time-point,Apoptotic.ratio,,
SNU-4351S4-6-TO,7,Apoptotic_Ratio,SNU-4351S4-6-TO 3,SNU-4351S4-6-TO Cyclopamine,Cyclopamine, 2-3,-0.549229664,,
SNU-4351S4-7-TO,7,Apoptotic_Ratio,SNU-4351S4-7-TO 3,SNU-4351S4-7-TO Cyclopamine,Cyclopamine, 2-3,-5,,
SNU-4351S4-TO,8,Apoptotic_Ratio,SNU-4351S4-TO 1,SNU-4351S4-TO ICG-001,ICG-001, 0-1,4.262754123,,
SNU-4351S1-5-TO,8,Apoptotic_Ratio,SNU-4351S1-5-TO 1,SNU-4351S1-5-TO ICG-001,ICG-001, 0-1,11.52744021,,
SNU-4351S1-7-TO,8,Apoptotic_Ratio,SNU-4351S1-7-TO 1,SNU-4351S1-7-TO ICG-001,ICG-001, 0-1,29.24626314,,
SNU-4351S2-3-TO,8,Apoptotic_Ratio,SNU-4351S2-3-TO 1,SNU-4351S2-3-TO ICG-001,ICG-001, 0-1,15.96412678,,
SNU-4351S2-4-TO,8,Apoptotic_Ratio,SNU-4351S2-4-TO 1,SNU-4351S2-4-TO ICG-001,ICG-001, 0-1,17.16229437,,
SNU-4351S3-1-TO,8,Apoptotic_Ratio,SNU-4351S3-1-TO 1,SNU-4351S3-1-TO ICG-001,ICG-001, 0-1,12.37815258,,
SNU-4351S3-2-TO,8,Apoptotic_Ratio,SNU-4351S3-2-TO 1,SNU-4351S3-2-TO ICG-001,ICG-001, 0-1,21.69960982,,
SNU-4351S3-7-TO,8,Apoptotic_Ratio,SNU-4351S3-7-TO 1,SNU-4351S3-7-TO ICG-001,ICG-001, 0-1,29.55383402,,
SNU-4351S3-8-TO,8,Apoptotic_Ratio,SNU-4351S3-8-TO 1,SNU-4351S3-8-TO ICG-001,ICG-001, 0-1,9.687142747,,
SNU-4351S4-1-TO,8,Apoptotic_Ratio,SNU-4351S4-1-TO 1,SNU-4351S4-1-TO ICG-001,ICG-001, 0-1,19.75382095,,
SNU-4351S4-2-TO,8,Apoptotic_Ratio,SNU-4351S4-2-TO 1,SNU-4351S4-2-TO ICG-001,ICG-001, 0-1,10.66465036,,
SNU-4351S4-3-TO,8,Apoptotic_Ratio,SNU-4351S4-3-TO 1,SNU-4351S4-3-TO ICG-001,ICG-001, 0-1,1.80197134,,
SNU-4351S4-4-TO,8,Apoptotic_Ratio,SNU-4351S4-4-TO 1,SNU-4351S4-4-TO ICG-001,ICG-001, 0-1,15.40967244,,
SNU-4351S4-5-TO,8,Apoptotic_Ratio,SNU-4351S4-5-TO 1,SNU-4351S4-5-TO ICG-001,ICG-001, 0-1,15.97245415,,
SNU-4351S4-6-TO,8,Apoptotic_Ratio,SNU-4351S4-6-TO 1,SNU-4351S4-6-TO ICG-001,ICG-001, 0-1,10.86654334,,
SNU-4351S4-7-TO,8,Apoptotic_Ratio,SNU-4351S4-7-TO 1,SNU-4351S4-7-TO ICG-001,ICG-001, 0-1,21.74765229,,
SNU-4351S4-TO,8,Apoptotic_Ratio,SNU-4351S4-TO 2,SNU-4351S4-TO ICG-001,ICG-001, 1-2,33.33669989,,
SNU-4351S1-5-TO,8,Apoptotic_Ratio,SNU-4351S1-5-TO 2,SNU-4351S1-5-TO ICG-001,ICG-001, 1-2,25.53914649,,
SNU-4351S1-7-TO,8,Apoptotic_Ratio,SNU-4351S1-7-TO 2,SNU-4351S1-7-TO ICG-001,ICG-001, 1-2,29.30376922,,
SNU-4351S2-3-TO,8,Apoptotic_Ratio,SNU-4351S2-3-TO 2,SNU-4351S2-3-TO ICG-001,ICG-001, 1-2,29.29300687,,
SNU-4351S2-4-TO,8,Apoptotic_Ratio,SNU-4351S2-4-TO 2,SNU-4351S2-4-TO ICG-001,ICG-001, 1-2,38.11231773,,
SNU-4351S3-1-TO,8,Apoptotic_Ratio,SNU-4351S3-1-TO 2,SNU-4351S3-1-TO ICG-001,ICG-001, 1-2,43.1357974,,
SNU-4351S3-2-TO,8,Apoptotic_Ratio,SNU-4351S3-2-TO 2,SNU-4351S3-2-TO ICG-001,ICG-001, 1-2,38.4250486,,
SNU-4351S3-7-TO,8,Apoptotic_Ratio,SNU-4351S3-7-TO 2,SNU-4351S3-7-TO ICG-001,ICG-001, 1-2,24.93095587,,
SNU-4351S3-8-TO,8,Apoptotic_Ratio,SNU-4351S3-8-TO 2,SNU-4351S3-8-TO ICG-001,ICG-001, 1-2,42.03596265,,
SNU-4351S4-1-TO,8,Apoptotic_Ratio,SNU-4351S4-1-TO 2,SNU-4351S4-1-TO ICG-001,ICG-001, 1-2,30.82701728,,
SNU-4351S4-2-TO,8,Apoptotic_Ratio,SNU-4351S4-2-TO 2,SNU-4351S4-2-TO ICG-001,ICG-001, 1-2,35.50077232,,
SNU-4351S4-3-TO,8,Apoptotic_Ratio,SNU-4351S4-3-TO 2,SNU-4351S4-3-TO ICG-001,ICG-001, 1-2,54.94576785,,
SNU-4351S4-4-TO,8,Apoptotic_Ratio,SNU-4351S4-4-TO 2,SNU-4351S4-4-TO ICG-001,ICG-001, 1-2,39.11175268,,
SNU-4351S4-5-TO,8,Apoptotic_Ratio,SNU-4351S4-5-TO 2,SNU-4351S4-5-TO ICG-001,ICG-001, 1-2,46.07101998,,
SNU-4351S4-6-TO,8,Apoptotic_Ratio,SNU-4351S4-6-TO 2,SNU-4351S4-6-TO ICG-001,ICG-001, 1-2,41.38291852,,
SNU-4351S4-7-TO,8,Apoptotic_Ratio,SNU-4351S4-7-TO 2,SNU-4351S4-7-TO ICG-001,ICG-001, 1-2,42.04791387,,
SNU-4351S4-TO,8,Apoptotic_Ratio,SNU-4351S4-TO 3,SNU-4351S4-TO ICG-001,ICG-001, 2-3,5.53473053,,
SNU-4351S1-5-TO,8,Apoptotic_Ratio,SNU-4351S1-5-TO 3,SNU-4351S1-5-TO ICG-001,ICG-001, 2-3,8.988317831,,
SNU-4351S1-7-TO,8,Apoptotic_Ratio,SNU-4351S1-7-TO 3,SNU-4351S1-7-TO ICG-001,ICG-001, 2-3,6.145865396,,
SNU-4351S2-3-TO,8,Apoptotic_Ratio,SNU-4351S2-3-TO 3,SNU-4351S2-3-TO ICG-001,ICG-001, 2-3,13.9314422,,
SNU-4351S2-4-TO,8,Apoptotic_Ratio,SNU-4351S2-4-TO 3,SNU-4351S2-4-TO ICG-001,ICG-001, 2-3,6.453660078,,
SNU-4351S3-1-TO,8,Apoptotic_Ratio,SNU-4351S3-1-TO 3,SNU-4351S3-1-TO ICG-001,ICG-001, 2-3,8.516552864,,
SNU-4351S3-2-TO,8,Apoptotic_Ratio,SNU-4351S3-2-TO 3,SNU-4351S3-2-TO ICG-001,ICG-001, 2-3,14.07289653,,
SNU-4351S3-7-TO,8,Apoptotic_Ratio,SNU-4351S3-7-TO 3,SNU-4351S3-7-TO ICG-001,ICG-001, 2-3,1.195207919,,
SNU-4351S3-8-TO,8,Apoptotic_Ratio,SNU-4351S3-8-TO 3,SNU-4351S3-8-TO ICG-001,ICG-001, 2-3,13.50842033,,
SNU-4351S4-1-TO,8,Apoptotic_Ratio,SNU-4351S4-1-TO 3,SNU-4351S4-1-TO ICG-001,ICG-001, 2-3,-9.372027591,,
SNU-4351S4-2-TO,8,Apoptotic_Ratio,SNU-4351S4-2-TO 3,SNU-4351S4-2-TO ICG-001,ICG-001, 2-3,1.51861877,,
SNU-4351S4-3-TO,8,Apoptotic_Ratio,SNU-4351S4-3-TO 3,SNU-4351S4-3-TO ICG-001,ICG-001, 2-3,9.807498955,,
SNU-4351S4-4-TO,8,Apoptotic_Ratio,SNU-4351S4-4-TO 3,SNU-4351S4-4-TO ICG-001,ICG-001, 2-3,5.750643498,,
SNU-4351S4-5-TO,8,Apoptotic_Ratio,SNU-4351S4-5-TO 3,SNU-4351S4-5-TO ICG-001,ICG-001, 2-3,13.13792395,,
SNU-4351S4-6-TO,8,Apoptotic_Ratio,SNU-4351S4-6-TO 3,SNU-4351S4-6-TO ICG-001,ICG-001, 2-3,9.674906272,,
SNU-4351S4-7-TO,8,Apoptotic_Ratio,SNU-4351S4-7-TO 3,SNU-4351S4-7-TO ICG-001,ICG-001, 2-3,13.44737395,,
SNU-4351S4-TO,9,Apoptotic_Ratio,SNU-4351S4-TO 1,SNU-4351S4-TO Buparlisib,Buparlisib, 0-1,5.87940983,,
SNU-4351S1-5-TO,9,Apoptotic_Ratio,SNU-4351S1-5-TO 1,SNU-4351S1-5-TO Buparlisib,Buparlisib, 0-1,25.59022059,,
SNU-4351S1-7-TO,9,Apoptotic_Ratio,SNU-4351S1-7-TO 1,SNU-4351S1-7-TO Buparlisib,Buparlisib, 0-1,43.25148162,,
SNU-4351S2-3-TO,9,Apoptotic_Ratio,SNU-4351S2-3-TO 1,SNU-4351S2-3-TO Buparlisib,Buparlisib, 0-1,29.39797803,,
SNU-4351S2-4-TO,9,Apoptotic_Ratio,SNU-4351S2-4-TO 1,SNU-4351S2-4-TO Buparlisib,Buparlisib, 0-1,33.25652607,,
SNU-4351S3-1-TO,9,Apoptotic_Ratio,SNU-4351S3-1-TO 1,SNU-4351S3-1-TO Buparlisib,Buparlisib, 0-1,10.54838346,,
SNU-4351S3-2-TO,9,Apoptotic_Ratio,SNU-4351S3-2-TO 1,SNU-4351S3-2-TO Buparlisib,Buparlisib, 0-1,23.29163113,,
SNU-4351S3-7-TO,9,Apoptotic_Ratio,SNU-4351S3-7-TO 1,SNU-4351S3-7-TO Buparlisib,Buparlisib, 0-1,38.09340433,,
SNU-4351S3-8-TO,9,Apoptotic_Ratio,SNU-4351S3-8-TO 1,SNU-4351S3-8-TO Buparlisib,Buparlisib, 0-1,11.44162244,,
SNU-4351S4-1-TO,9,Apoptotic_Ratio,SNU-4351S4-1-TO 1,SNU-4351S4-1-TO Buparlisib,Buparlisib, 0-1,26.70288401,,
SNU-4351S4-2-TO,9,Apoptotic_Ratio,SNU-4351S4-2-TO 1,SNU-4351S4-2-TO Buparlisib,Buparlisib, 0-1,33.3019654,,
SNU-4351S4-3-TO,9,Apoptotic_Ratio,SNU-4351S4-3-TO 1,SNU-4351S4-3-TO Buparlisib,Buparlisib, 0-1,9.51880899,,
SNU-4351S4-4-TO,9,Apoptotic_Ratio,SNU-4351S4-4-TO 1,SNU-4351S4-4-TO Buparlisib,Buparlisib, 0-1,21.02448209,,
SNU-4351S4-5-TO,9,Apoptotic_Ratio,SNU-4351S4-5-TO 1,SNU-4351S4-5-TO Buparlisib,Buparlisib, 0-1,39.72192064,,
SNU-4351S4-6-TO,9,Apoptotic_Ratio,SNU-4351S4-6-TO 1,SNU-4351S4-6-TO Buparlisib,Buparlisib, 0-1,15.69053325,,
SNU-4351S4-7-TO,9,Apoptotic_Ratio,SNU-4351S4-7-TO 1,SNU-4351S4-7-TO Buparlisib,Buparlisib, 0-1,28.81033086,,
SNU-4351S4-TO,9,Apoptotic_Ratio,SNU-4351S4-TO 2,SNU-4351S4-TO Buparlisib,Buparlisib, 1-2,20.24963507,,
SNU-4351S1-5-TO,9,Apoptotic_Ratio,SNU-4351S1-5-TO 2,SNU-4351S1-5-TO Buparlisib,Buparlisib, 1-2,28.84013182,,
SNU-4351S1-7-TO,9,Apoptotic_Ratio,SNU-4351S1-7-TO 2,SNU-4351S1-7-TO Buparlisib,Buparlisib, 1-2,25.1078412,,
SNU-4351S2-3-TO,9,Apoptotic_Ratio,SNU-4351S2-3-TO 2,SNU-4351S2-3-TO Buparlisib,Buparlisib, 1-2,43.81752255,,
SNU-4351S2-4-TO,9,Apoptotic_Ratio,SNU-4351S2-4-TO 2,SNU-4351S2-4-TO Buparlisib,Buparlisib, 1-2,32.01009027,,
SNU-4351S3-1-TO,9,Apoptotic_Ratio,SNU-4351S3-1-TO 2,SNU-4351S3-1-TO Buparlisib,Buparlisib, 1-2,21.30935571,,
SNU-4351S3-2-TO,9,Apoptotic_Ratio,SNU-4351S3-2-TO 2,SNU-4351S3-2-TO Buparlisib,Buparlisib, 1-2,35.99311536,,
SNU-4351S3-7-TO,9,Apoptotic_Ratio,SNU-4351S3-7-TO 2,SNU-4351S3-7-TO Buparlisib,Buparlisib, 1-2,26.43003572,,
SNU-4351S3-8-TO,9,Apoptotic_Ratio,SNU-4351S3-8-TO 2,SNU-4351S3-8-TO Buparlisib,Buparlisib, 1-2,32.82248012,,
SNU-4351S4-1-TO,9,Apoptotic_Ratio,SNU-4351S4-1-TO 2,SNU-4351S4-1-TO Buparlisib,Buparlisib, 1-2,26.17531364,,
SNU-4351S4-2-TO,9,Apoptotic_Ratio,SNU-4351S4-2-TO 2,SNU-4351S4-2-TO Buparlisib,Buparlisib, 1-2,19.22708228,,
SNU-4351S4-3-TO,9,Apoptotic_Ratio,SNU-4351S4-3-TO 2,SNU-4351S4-3-TO Buparlisib,Buparlisib, 1-2,58.08792402,,
SNU-4351S4-4-TO,9,Apoptotic_Ratio,SNU-4351S4-4-TO 2,SNU-4351S4-4-TO Buparlisib,Buparlisib, 1-2,46.73234842,,
SNU-4351S4-5-TO,9,Apoptotic_Ratio,SNU-4351S4-5-TO 2,SNU-4351S4-5-TO Buparlisib,Buparlisib, 1-2,28.83515964,,
SNU-4351S4-6-TO,9,Apoptotic_Ratio,SNU-4351S4-6-TO 2,SNU-4351S4-6-TO Buparlisib,Buparlisib, 1-2,46.0238495,,
SNU-4351S4-7-TO,9,Apoptotic_Ratio,SNU-4351S4-7-TO 2,SNU-4351S4-7-TO Buparlisib,Buparlisib, 1-2,43.60778204,,
SNU-4351S4-TO,9,Apoptotic_Ratio,SNU-4351S4-TO 3,SNU-4351S4-TO Buparlisib,Buparlisib, 2-3,15.35191006,,
SNU-4351S1-5-TO,9,Apoptotic_Ratio,SNU-4351S1-5-TO 3,SNU-4351S1-5-TO Buparlisib,Buparlisib, 2-3,9.768161764,,
SNU-4351S1-7-TO,9,Apoptotic_Ratio,SNU-4351S1-7-TO 3,SNU-4351S1-7-TO Buparlisib,Buparlisib, 2-3,8.201853859,,
SNU-4351S2-3-TO,9,Apoptotic_Ratio,SNU-4351S2-3-TO 3,SNU-4351S2-3-TO Buparlisib,Buparlisib, 2-3,5.775642124,,
SNU-4351S2-4-TO,9,Apoptotic_Ratio,SNU-4351S2-4-TO 3,SNU-4351S2-4-TO Buparlisib,Buparlisib, 2-3,2.562775563,,
SNU-4351S3-1-TO,9,Apoptotic_Ratio,SNU-4351S3-1-TO 3,SNU-4351S3-1-TO Buparlisib,Buparlisib, 2-3,5.178960563,,
SNU-4351S3-2-TO,9,Apoptotic_Ratio,SNU-4351S3-2-TO 3,SNU-4351S3-2-TO Buparlisib,Buparlisib, 2-3,0.765360605,,
SNU-4351S3-7-TO,9,Apoptotic_Ratio,SNU-4351S3-7-TO 3,SNU-4351S3-7-TO Buparlisib,Buparlisib, 2-3,5.704762704,,
SNU-4351S3-8-TO,9,Apoptotic_Ratio,SNU-4351S3-8-TO 3,SNU-4351S3-8-TO Buparlisib,Buparlisib, 2-3,10.73462272,,
SNU-4351S4-1-TO,9,Apoptotic_Ratio,SNU-4351S4-1-TO 3,SNU-4351S4-1-TO Buparlisib,Buparlisib, 2-3,8.532844092,,
SNU-4351S4-2-TO,9,Apoptotic_Ratio,SNU-4351S4-2-TO 3,SNU-4351S4-2-TO Buparlisib,Buparlisib, 2-3,10.85594245,,
SNU-4351S4-3-TO,9,Apoptotic_Ratio,SNU-4351S4-3-TO 3,SNU-4351S4-3-TO Buparlisib,Buparlisib, 2-3,6.026873988,,
SNU-4351S4-4-TO,9,Apoptotic_Ratio,SNU-4351S4-4-TO 3,SNU-4351S4-4-TO Buparlisib,Buparlisib, 2-3,7.511795908,,
SNU-4351S4-5-TO,9,Apoptotic_Ratio,SNU-4351S4-5-TO 3,SNU-4351S4-5-TO Buparlisib,Buparlisib, 2-3,-4.30518348,,
SNU-4351S4-6-TO,9,Apoptotic_Ratio,SNU-4351S4-6-TO 3,SNU-4351S4-6-TO Buparlisib,Buparlisib, 2-3,14.48280586,,
SNU-4351S4-7-TO,9,Apoptotic_Ratio,SNU-4351S4-7-TO 3,SNU-4351S4-7-TO Buparlisib,Buparlisib, 2-3,11.46131698,,
SNU-4351S4-TO,10,Apoptotic_Ratio,SNU-4351S4-TO 1,SNU-4351S4-TO SAHA,SAHA, 0-1,9.524739559,,
SNU-4351S1-5-TO,10,Apoptotic_Ratio,SNU-4351S1-5-TO 1,SNU-4351S1-5-TO SAHA,SAHA, 0-1,31.1657397,,
SNU-4351S1-7-TO,10,Apoptotic_Ratio,SNU-4351S1-7-TO 1,SNU-4351S1-7-TO SAHA,SAHA, 0-1,16.63832435,,
SNU-4351S2-3-TO,10,Apoptotic_Ratio,SNU-4351S2-3-TO 1,SNU-4351S2-3-TO SAHA,SAHA, 0-1,31.28692456,,
SNU-4351S2-4-TO,10,Apoptotic_Ratio,SNU-4351S2-4-TO 1,SNU-4351S2-4-TO SAHA,SAHA, 0-1,24.29466863,,
SNU-4351S3-1-TO,10,Apoptotic_Ratio,SNU-4351S3-1-TO 1,SNU-4351S3-1-TO SAHA,SAHA, 0-1,14.00232094,,
SNU-4351S3-2-TO,10,Apoptotic_Ratio,SNU-4351S3-2-TO 1,SNU-4351S3-2-TO SAHA,SAHA, 0-1,21.61184167,,
SNU-4351S3-7-TO,10,Apoptotic_Ratio,SNU-4351S3-7-TO 1,SNU-4351S3-7-TO SAHA,SAHA, 0-1,26.94231492,,
SNU-4351S3-8-TO,10,Apoptotic_Ratio,SNU-4351S3-8-TO 1,SNU-4351S3-8-TO SAHA,SAHA, 0-1,11.3766929,,
SNU-4351S4-1-TO,10,Apoptotic_Ratio,SNU-4351S4-1-TO 1,SNU-4351S4-1-TO SAHA,SAHA, 0-1,26.58564815,,
SNU-4351S4-2-TO,10,Apoptotic_Ratio,SNU-4351S4-2-TO 1,SNU-4351S4-2-TO SAHA,SAHA, 0-1,20.56773086,,
SNU-4351S4-3-TO,10,Apoptotic_Ratio,SNU-4351S4-3-TO 1,SNU-4351S4-3-TO SAHA,SAHA, 0-1,20.26572388,,
SNU-4351S4-4-TO,10,Apoptotic_Ratio,SNU-4351S4-4-TO 1,SNU-4351S4-4-TO SAHA,SAHA, 0-1,11.76879693,,
SNU-4351S4-5-TO,10,Apoptotic_Ratio,SNU-4351S4-5-TO 1,SNU-4351S4-5-TO SAHA,SAHA, 0-1,38.52716239,,
SNU-4351S4-6-TO,10,Apoptotic_Ratio,SNU-4351S4-6-TO 1,SNU-4351S4-6-TO SAHA,SAHA, 0-1,14.23517641,,
SNU-4351S4-7-TO,10,Apoptotic_Ratio,SNU-4351S4-7-TO 1,SNU-4351S4-7-TO SAHA,SAHA, 0-1,17.18450067,,
SNU-4351S4-TO,10,Apoptotic_Ratio,SNU-4351S4-TO 2,SNU-4351S4-TO SAHA,SAHA, 1-2,61.07290786,,
SNU-4351S1-5-TO,10,Apoptotic_Ratio,SNU-4351S1-5-TO 2,SNU-4351S1-5-TO SAHA,SAHA, 1-2,41.11420816,,
SNU-4351S1-7-TO,10,Apoptotic_Ratio,SNU-4351S1-7-TO 2,SNU-4351S1-7-TO SAHA,SAHA, 1-2,41.17923036,,
SNU-4351S2-3-TO,10,Apoptotic_Ratio,SNU-4351S2-3-TO 2,SNU-4351S2-3-TO SAHA,SAHA, 1-2,51.20136239,,
SNU-4351S2-4-TO,10,Apoptotic_Ratio,SNU-4351S2-4-TO 2,SNU-4351S2-4-TO SAHA,SAHA, 1-2,54.95201343,,
SNU-4351S3-1-TO,10,Apoptotic_Ratio,SNU-4351S3-1-TO 2,SNU-4351S3-1-TO SAHA,SAHA, 1-2,47.22708391,,
SNU-4351S3-2-TO,10,Apoptotic_Ratio,SNU-4351S3-2-TO 2,SNU-4351S3-2-TO SAHA,SAHA, 1-2,59.08074135,,
SNU-4351S3-7-TO,10,Apoptotic_Ratio,SNU-4351S3-7-TO 2,SNU-4351S3-7-TO SAHA,SAHA, 1-2,48.55325697,,
SNU-4351S3-8-TO,10,Apoptotic_Ratio,SNU-4351S3-8-TO 2,SNU-4351S3-8-TO SAHA,SAHA, 1-2,55.76797036,,
SNU-4351S4-1-TO,10,Apoptotic_Ratio,SNU-4351S4-1-TO 2,SNU-4351S4-1-TO SAHA,SAHA, 1-2,51.62741385,,
SNU-4351S4-2-TO,10,Apoptotic_Ratio,SNU-4351S4-2-TO 2,SNU-4351S4-2-TO SAHA,SAHA, 1-2,50.49642317,,
SNU-4351S4-3-TO,10,Apoptotic_Ratio,SNU-4351S4-3-TO 2,SNU-4351S4-3-TO SAHA,SAHA, 1-2,57.96065127,,
SNU-4351S4-4-TO,10,Apoptotic_Ratio,SNU-4351S4-4-TO 2,SNU-4351S4-4-TO SAHA,SAHA, 1-2,61.2194094,,
SNU-4351S4-5-TO,10,Apoptotic_Ratio,SNU-4351S4-5-TO 2,SNU-4351S4-5-TO SAHA,SAHA, 1-2,36.17926582,,
SNU-4351S4-6-TO,10,Apoptotic_Ratio,SNU-4351S4-6-TO 2,SNU-4351S4-6-TO SAHA,SAHA, 1-2,62.75805079,,
SNU-4351S4-7-TO,10,Apoptotic_Ratio,SNU-4351S4-7-TO 2,SNU-4351S4-7-TO SAHA,SAHA, 1-2,57.15355659,,
SNU-4351S4-TO,10,Apoptotic_Ratio,SNU-4351S4-TO 3,SNU-4351S4-TO SAHA,SAHA, 2-3,16.90361279,,
SNU-4351S1-5-TO,10,Apoptotic_Ratio,SNU-4351S1-5-TO 3,SNU-4351S1-5-TO SAHA,SAHA, 2-3,1.256627858,,
SNU-4351S1-7-TO,10,Apoptotic_Ratio,SNU-4351S1-7-TO 3,SNU-4351S1-7-TO SAHA,SAHA, 2-3,4.92298163,,
SNU-4351S2-3-TO,10,Apoptotic_Ratio,SNU-4351S2-3-TO 3,SNU-4351S2-3-TO SAHA,SAHA, 2-3,6.140474519,,
SNU-4351S2-4-TO,10,Apoptotic_Ratio,SNU-4351S2-4-TO 3,SNU-4351S2-4-TO SAHA,SAHA, 2-3,9.195327234,,
SNU-4351S3-1-TO,10,Apoptotic_Ratio,SNU-4351S3-1-TO 3,SNU-4351S3-1-TO SAHA,SAHA, 2-3,23.27563113,,
SNU-4351S3-2-TO,10,Apoptotic_Ratio,SNU-4351S3-2-TO 3,SNU-4351S3-2-TO SAHA,SAHA, 2-3,8.605382936,,
SNU-4351S3-7-TO,10,Apoptotic_Ratio,SNU-4351S3-7-TO 3,SNU-4351S3-7-TO SAHA,SAHA, 2-3,5.340874653,,
SNU-4351S3-8-TO,10,Apoptotic_Ratio,SNU-4351S3-8-TO 3,SNU-4351S3-8-TO SAHA,SAHA, 2-3,19.78278669,,
SNU-4351S4-1-TO,10,Apoptotic_Ratio,SNU-4351S4-1-TO 3,SNU-4351S4-1-TO SAHA,SAHA, 2-3,6.797394619,,
SNU-4351S4-2-TO,10,Apoptotic_Ratio,SNU-4351S4-2-TO 3,SNU-4351S4-2-TO SAHA,SAHA, 2-3,13.80598815,,
SNU-4351S4-3-TO,10,Apoptotic_Ratio,SNU-4351S4-3-TO 3,SNU-4351S4-3-TO SAHA,SAHA, 2-3,10.83711824,,
SNU-4351S4-4-TO,10,Apoptotic_Ratio,SNU-4351S4-4-TO 3,SNU-4351S4-4-TO SAHA,SAHA, 2-3,13.91880189,,
SNU-4351S4-5-TO,10,Apoptotic_Ratio,SNU-4351S4-5-TO 3,SNU-4351S4-5-TO SAHA,SAHA, 2-3,1.91635343,,
SNU-4351S4-6-TO,10,Apoptotic_Ratio,SNU-4351S4-6-TO 3,SNU-4351S4-6-TO SAHA,SAHA, 2-3,0.065026024,,
SNU-4351S4-7-TO,10,Apoptotic_Ratio,SNU-4351S4-7-TO 3,SNU-4351S4-7-TO SAHA,SAHA, 2-3,15.14982333,,
SNU-4351S4-TO,11,Apoptotic_Ratio,SNU-4351S4-TO 1,SNU-4351S4-TO Afatinib,Afatinib, 0-1,4.506061335,,
SNU-4351S1-5-TO,11,Apoptotic_Ratio,SNU-4351S1-5-TO 1,SNU-4351S1-5-TO Afatinib,Afatinib, 0-1,14.65679867,,
SNU-4351S1-7-TO,11,Apoptotic_Ratio,SNU-4351S1-7-TO 1,SNU-4351S1-7-TO Afatinib,Afatinib, 0-1,33.23995528,,
SNU-4351S2-3-TO,11,Apoptotic_Ratio,SNU-4351S2-3-TO 1,SNU-4351S2-3-TO Afatinib,Afatinib, 0-1,24.81950445,,
SNU-4351S2-4-TO,11,Apoptotic_Ratio,SNU-4351S2-4-TO 1,SNU-4351S2-4-TO Afatinib,Afatinib, 0-1,20.46776742,,
SNU-4351S3-1-TO,11,Apoptotic_Ratio,SNU-4351S3-1-TO 1,SNU-4351S3-1-TO Afatinib,Afatinib, 0-1,3.923984916,,
SNU-4351S3-2-TO,11,Apoptotic_Ratio,SNU-4351S3-2-TO 1,SNU-4351S3-2-TO Afatinib,Afatinib, 0-1,20.81201949,,
SNU-4351S3-7-TO,11,Apoptotic_Ratio,SNU-4351S3-7-TO 1,SNU-4351S3-7-TO Afatinib,Afatinib, 0-1,34.36391471,,
SNU-4351S3-8-TO,11,Apoptotic_Ratio,SNU-4351S3-8-TO 1,SNU-4351S3-8-TO Afatinib,Afatinib, 0-1,0.462957639,,
SNU-4351S4-1-TO,11,Apoptotic_Ratio,SNU-4351S4-1-TO 1,SNU-4351S4-1-TO Afatinib,Afatinib, 0-1,25.07401295,,
SNU-4351S4-2-TO,11,Apoptotic_Ratio,SNU-4351S4-2-TO 1,SNU-4351S4-2-TO Afatinib,Afatinib, 0-1,23.29536141,,
SNU-4351S4-3-TO,11,Apoptotic_Ratio,SNU-4351S4-3-TO 1,SNU-4351S4-3-TO Afatinib,Afatinib, 0-1,7.963626116,,
SNU-4351S4-4-TO,11,Apoptotic_Ratio,SNU-4351S4-4-TO 1,SNU-4351S4-4-TO Afatinib,Afatinib, 0-1,15.20557612,,
SNU-4351S4-5-TO,11,Apoptotic_Ratio,SNU-4351S4-5-TO 1,SNU-4351S4-5-TO Afatinib,Afatinib, 0-1,33.70086432,,
SNU-4351S4-6-TO,11,Apoptotic_Ratio,SNU-4351S4-6-TO 1,SNU-4351S4-6-TO Afatinib,Afatinib, 0-1,10.97058973,,
SNU-4351S4-7-TO,11,Apoptotic_Ratio,SNU-4351S4-7-TO 1,SNU-4351S4-7-TO Afatinib,Afatinib, 0-1,28.91485244,,
SNU-4351S4-TO,11,Apoptotic_Ratio,SNU-4351S4-TO 2,SNU-4351S4-TO Afatinib,Afatinib, 1-2,15.75477913,,
SNU-4351S1-5-TO,11,Apoptotic_Ratio,SNU-4351S1-5-TO 2,SNU-4351S1-5-TO Afatinib,Afatinib, 1-2,42.70181229,,
SNU-4351S1-7-TO,11,Apoptotic_Ratio,SNU-4351S1-7-TO 2,SNU-4351S1-7-TO Afatinib,Afatinib, 1-2,23.42350828,,
SNU-4351S2-3-TO,11,Apoptotic_Ratio,SNU-4351S2-3-TO 2,SNU-4351S2-3-TO Afatinib,Afatinib, 1-2,53.7817387,,
SNU-4351S2-4-TO,11,Apoptotic_Ratio,SNU-4351S2-4-TO 2,SNU-4351S2-4-TO Afatinib,Afatinib, 1-2,28.86419299,,
SNU-4351S3-1-TO,11,Apoptotic_Ratio,SNU-4351S3-1-TO 2,SNU-4351S3-1-TO Afatinib,Afatinib, 1-2,3.647137149,,
SNU-4351S3-2-TO,11,Apoptotic_Ratio,SNU-4351S3-2-TO 2,SNU-4351S3-2-TO Afatinib,Afatinib, 1-2,36.94519265,,
SNU-4351S3-7-TO,11,Apoptotic_Ratio,SNU-4351S3-7-TO 2,SNU-4351S3-7-TO Afatinib,Afatinib, 1-2,16.62309424,,
